;;;;;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR
Frt00981;AVICOLA EL MADROÑO PTA PRINCIPAL;38289327;9/05/2022;P;89.7;84.6;90.75;79.05;88.2;87.9;91.35;70.8;81.3;88.65;81.75;91.8;108.3;99.6;89.85;113.4;109.5;105;98.85;87.75;98.25;88.8;80.4;89.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.55;34.65;32.85;34.5;31.05;32.7;31.05;29.55;29.55;36.45;29.25;36.3;39.15;32.25;34.05;48.15;45.75;42.3;42.6;28.95;31.05;26.4;25.95;30.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0;0;0;0;0;0
Frt01153;AVICOLA EL MADROÑO CARTAGENA PRINCIPAL;38289432;9/01/2022;P;1166.4;1108.8;1123.2;1238.4;1267.2;1252.8;1411.2;1454.4;1512;1483.2;1497.6;1454.4;1497.6;1454.4;1497.6;1468.8;1368;1296;1324.8;1267.2;1180.8;1108.8;1166.4;1123.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403.2;360;388.8;489.6;489.6;489.6;590.4;633.6;662.4;648;648;619.2;633.6;633.6;662.4;662.4;561.6;504;532.8;532.8;417.6;374.4;403.2;403.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01153;AVICOLA EL MADROÑO CARTAGENA PRINCIPAL;38289432;9/02/2022;P;1137.6;1238.4;1310.4;1310.4;1281.6;1166.4;1324.8;1411.2;1540.8;1569.6;1584;187.2;0;1065.6;1454.4;964.8;72;1166.4;1224;1180.8;1152;1152;1166.4;1195.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403.2;460.8;532.8;532.8;504;460.8;561.6;633.6;676.8;691.2;705.6;86.4;0;417.6;633.6;417.6;14.4;432;475.2;432;403.2;388.8;432;417.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01153;AVICOLA EL MADROÑO CARTAGENA PRINCIPAL;38289432;9/03/2022;P;1137.6;1108.8;1252.8;1353.6;1353.6;1296;1382.4;1569.6;1569.6;1641.6;1641.6;1555.2;1540.8;1497.6;1540.8;1569.6;1569.6;1411.2;1353.6;1353.6;1252.8;1108.8;1108.8;993.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403.2;360;460.8;532.8;518.4;475.2;590.4;691.2;705.6;720;734.4;676.8;676.8;633.6;676.8;705.6;705.6;590.4;561.6;561.6;489.6;417.6;403.2;345.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01153;AVICOLA EL MADROÑO CARTAGENA PRINCIPAL;38289432;9/04/2022;P;1008;1094.4;1267.2;1339.2;1209.6;1036.8;1094.4;1267.2;1382.4;1425.6;1440;1411.2;1353.6;1382.4;1382.4;1224;1180.8;1353.6;1324.8;1267.2;1195.2;1252.8;1108.8;1094.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345.6;388.8;504;576;489.6;374.4;446.4;547.2;590.4;619.2;648;604.8;576;590.4;604.8;518.4;460.8;532.8;518.4;489.6;417.6;446.4;388.8;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01153;AVICOLA EL MADROÑO CARTAGENA PRINCIPAL;38289432;9/05/2022;P;1281.6;1267.2;1195.2;1281.6;1324.8;1252.8;1396.8;1468.8;1454.4;1483.2;1612.8;1555.2;1526.4;1425.6;14.4;1094.4;1368;1238.4;1180.8;1065.6;993.6;950.4;1152;1137.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489.6;504;489.6;547.2;547.2;475.2;633.6;648;604.8;633.6;748.8;676.8;648;604.8;0;489.6;633.6;532.8;489.6;403.2;374.4;331.2;432;432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.4;0;0;0;0;0;0;0;0;0
Frt01615;ITALCOL BELLINI;2841136;9/01/2022;P;328.73;333.09;315.97;324.81;315.85;320.94;318.87;321.66;327.78;333.5;332.15;332.51;324.9;326.52;285.8;321.03;316.49;308.39;312.84;339.08;339.44;342.45;350.39;339.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131.29;134.35;128.2;130.05;130.46;129.87;128.14;126.95;130.91;132.48;130.73;127.31;126.52;128.16;114.03;125.89;124.94;123.1;125.98;149.87;150.01;150.59;152.93;142.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01615;ITALCOL BELLINI;2841136;9/02/2022;P;338.85;341.8;339.19;330.84;324.47;315.83;336.76;367.65;361.82;318.62;289.1;331.11;338.74;322.4;319.14;326.79;324.11;317.57;315.23;313.79;316.58;316.71;327.76;325.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139.39;143.66;138.92;138.29;135.47;137.9;143.01;151.61;151.16;135.43;125.57;139.73;141.48;132.19;132.44;128.63;131.92;132.53;132.28;132.37;131.45;125.08;133.22;126.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01615;ITALCOL BELLINI;2841136;9/03/2022;P;323.35;319.95;312.77;316.51;325.89;323.21;309.15;307.04;318.49;333.47;339.3;263.52;245.5;336.53;368.78;365.65;368.1;397.19;423.81;429.77;426.29;421.16;425.88;428.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128.72;128.52;126.5;128.57;129.92;131.36;121.07;121.57;129.87;135.92;135.58;105.03;101;140.54;142.81;142.4;145.17;155.36;169.07;164;165.15;162.11;166.23;168.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01615;ITALCOL BELLINI;2841136;9/04/2022;P;424.96;337.95;345.44;370.53;384.28;409.14;395.66;407.86;396.23;406.53;404.62;408.15;400.28;402.84;405.52;408.94;405.47;377.21;386.21;371.16;383.51;391.52;379.28;364.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166.43;139.93;151.45;157.1;175.16;189.77;177.55;174.35;168.82;174.13;171.27;169.52;162.92;164.41;167.42;169.97;169;159.95;160.07;157.57;162.5;165.11;163.46;162.63;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
