,,,,,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR
,,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,11/01/2022,P,1162.8,1148.4,1123.2,907.2,853.2,784.8,892.8,856.8,885.6,914.4,1011.6,788.4,982.8,784.8,828,1008,900,1044,1033.2,1033.2,914.4,882,1144.8,1105.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.6,464.4,464.4,406.8,298.8,284.4,396,388.8,370.8,392.4,403.2,367.2,428.4,345.6,331.2,360,378,414,421.2,442.8,388.8,309.6,424.8,417.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,11/02/2022,P,903.6,954,1270.8,1123.2,972,745.2,550.8,954,986.4,1080,1144.8,1054.8,1170,1198.8,1162.8,1134,1263.6,1206,1126.8,1213.2,932.4,1209.6,1220.4,1018.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.6,349.2,478.8,392.4,298.8,237.6,190.8,367.2,381.6,414,439.2,378,432,471.6,450,435.6,435.6,392.4,421.2,414,327.6,446.4,453.6,374.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,11/03/2022,P,1144.8,1296,1195.2,1119.6,1191.6,936,694.8,738,950.4,1130.4,1101.6,1094.4,979.2,824.4,835.2,831.6,1022.4,1047.6,1101.6,1029.6,619.2,1029.6,1177.2,1076.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.8,496.8,475.2,424.8,446.4,378,255.6,334.8,435.6,435.6,414,342,334.8,295.2,385.2,349.2,421.2,439.2,432,360,266.4,399.6,410.4,417.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,11/01/2022,P,91.65,88.35,95.25,92.4,88.65,85.65,86.85,93,92.55,89.7,91.5,117,121.8,114,114.75,136.35,138.9,133.5,127.95,111.6,124.8,131.85,120.45,102.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.15,43.95,48.9,45.3,43.05,39.15,38.55,38.55,48.6,45.6,47.55,54.6,62.25,49.8,54.9,70.2,69.75,73.5,70.35,59.25,59.85,71.7,60.75,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,11/02/2022,P,116.7,124.8,114.15,108.45,113.85,115.2,84.45,73.65,69.75,79.35,94.65,100.5,85.5,133.8,133.35,134.25,120.3,126.3,127.2,131.1,115.5,122.55,122.25,119.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,65.55,52.5,42.9,56.7,66.6,34.95,33.9,41.85,43.95,54.75,54.3,49.2,68.25,60.9,67.35,61.65,71.85,67.2,68.1,62.7,61.05,60.75,64.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,11/03/2022,P,119.1,113.55,120.75,117.75,116.25,105.45,119.1,118.05,117.15,91.65,81.6,92.7,123.45,135,128.7,110.7,110.1,133.95,123.45,123.45,112.5,122.25,122.4,117.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.45,56.7,67.35,69.75,56.7,51.9,66,59.4,62.1,42.3,41.4,42,57.6,69.15,67.8,56.55,53.85,82.65,65.7,68.25,55.35,73.95,66.3,55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL V1,2918618,11/01/2022,P,930.38,976.5,1129.36,1168.09,1159.6,1136.92,1190.88,1306.22,1325.12,1370.7,1427.9,1369.48,1372.25,1384.31,1296.43,1328.44,1390.25,1248.66,1048.54,1052.1,968.26,997.42,884.59,838.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.9,299.45,461.77,469.08,478.01,424.37,536.47,586.33,614.95,591.55,676.12,628.63,602.75,597.6,594.14,598.03,645.01,503.68,405.29,388.22,333.47,302.11,293.87,263.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL V1,2918618,11/02/2022,P,1023.19,1047.71,1184.15,1213.85,1148.29,1155.42,1346.69,1473.73,1501.81,1471.14,1415.09,1454.98,1382.29,1359.4,1439.53,1417.72,1327.75,1365.7,1186.24,1076.69,982.33,1157.51,1145.3,1173.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.59,358.88,502.42,500.36,462.85,442.04,636.16,691.49,686.27,657.65,675.25,668.81,611.03,586.01,687.17,653.62,608.98,565.06,498.96,409.28,345.85,414.76,426.67,441.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL V1,2918618,11/03/2022,P,1213.7,1177.6,1233.65,1336.79,1363.57,1332.58,1390.07,1435.46,1451.95,1465.99,1420.78,1465.27,1470.49,1582.09,1568.38,1576.22,1567.73,1362.42,1369.08,1195.45,1152.29,1107.68,1099.76,1120.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.38,431.24,495.36,550.44,583.63,532.15,642.2,661.21,656.39,640.22,675.68,680.62,650.95,718.88,759.31,752.22,728.35,552.02,593.75,458.68,442.19,374.65,394.92,400.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,11/01/2022,P,337.55,352.46,364.64,362.68,382.14,384.95,375.57,371.03,384.19,392.54,366.43,361.08,316.4,278.82,262.31,213.93,312.39,344.5,337.28,363.35,359.66,358.29,367.83,347.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.92,159.64,160.9,161.57,160.85,154.01,158.29,169.9,166.05,164.16,154.91,156.83,146.99,117.88,116.69,102.26,160.4,166.52,142.2,139.52,139.63,138.53,147.29,145.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,11/02/2022,P,358.27,363.65,340.49,348.32,351.09,344.14,341.35,368.33,375.89,407.68,387.86,386.91,378.38,361.26,331.13,329.24,323.93,333.05,327.31,337.75,377.03,368.19,372.22,375.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.78,136.31,136.44,142.67,139.75,140,151.22,168.98,173.18,174.35,168.08,166.46,178.18,144.77,122.65,124.25,129.4,122.6,121.82,130.28,144.2,139.41,138.47,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,11/03/2022,P,370.51,373.95,370.64,379.35,369.34,373.14,363.49,356.94,371.23,376.07,364.07,360,363.76,366.28,366.5,385.72,383.49,377.19,369.52,364.01,370.6,379.85,393.14,392.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7,138.98,140.36,141.17,135.32,139.39,157.25,143.44,138.04,142.9,140.87,147.89,157.19,163.55,152.44,157.73,158.4,149.74,142.22,138.08,136.85,144.95,153.23,153.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01751,POLLOSAN INCUBACION V1,2839463,11/01/2022,P,107.27,107.41,116.28,115.68,118.35,118.34,106.34,108.09,106.19,109.46,120.73,122.89,128.39,129.08,131.88,123.04,114.43,109.84,114.77,113.93,108.27,106.87,107.18,103.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.86,26.15,26.91,25.59,23.63,22.11,16.8,18.51,17.16,18.55,24.8,27.65,27.26,30.54,33.1,29.55,26.75,25.99,27.98,27.6,24.75,24.8,24.93,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
