,,,,,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR
,,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,11/01/2022,P,1162.8,1148.4,1123.2,907.2,853.2,784.8,892.8,856.8,885.6,914.4,1011.6,788.4,982.8,784.8,828,1008,900,1044,1033.2,1033.2,914.4,882,1144.8,1105.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.6,464.4,464.4,406.8,298.8,284.4,396,388.8,370.8,392.4,403.2,367.2,428.4,345.6,331.2,360,378,414,421.2,442.8,388.8,309.6,424.8,417.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,11/02/2022,P,903.6,954,1270.8,1123.2,972,745.2,550.8,954,986.4,1080,1144.8,1054.8,1170,1198.8,1162.8,1134,1263.6,1206,1126.8,1213.2,932.4,1209.6,1220.4,1018.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.6,349.2,478.8,392.4,298.8,237.6,190.8,367.2,381.6,414,439.2,378,432,471.6,450,435.6,435.6,392.4,421.2,414,327.6,446.4,453.6,374.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,11/01/2022,P,91.65,88.35,95.25,92.4,88.65,85.65,86.85,93,92.55,89.7,91.5,117,121.8,114,114.75,136.35,138.9,133.5,127.95,111.6,124.8,131.85,120.45,102.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.15,43.95,48.9,45.3,43.05,39.15,38.55,38.55,48.6,45.6,47.55,54.6,62.25,49.8,54.9,70.2,69.75,73.5,70.35,59.25,59.85,71.7,60.75,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,11/02/2022,P,116.7,124.8,114.15,108.45,113.85,115.2,84.45,73.65,69.75,79.35,94.65,100.5,85.5,133.8,133.35,134.25,120.3,126.3,127.2,131.1,115.5,122.55,122.25,119.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,65.55,52.5,42.9,56.7,66.6,34.95,33.9,41.85,43.95,54.75,54.3,49.2,68.25,60.9,67.35,61.65,71.85,67.2,68.1,62.7,61.05,60.75,64.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL V1,2918618,11/01/2022,P,930.38,976.5,1129.36,1168.09,1159.6,1136.92,1190.88,1306.22,1325.12,1370.7,1427.9,1369.48,1372.25,1384.31,1296.43,1328.44,1390.25,1248.66,1048.54,1052.1,968.26,997.42,884.59,838.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.9,299.45,461.77,469.08,478.01,424.37,536.47,586.33,614.95,591.55,676.12,628.63,602.75,597.6,594.14,598.03,645.01,503.68,405.29,388.22,333.47,302.11,293.87,263.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL V1,2918618,11/02/2022,P,1023.19,1047.71,1184.15,1213.85,1148.29,1155.42,1346.69,1473.73,1501.81,1471.14,1415.09,1454.98,1382.29,1359.4,1439.53,1417.72,1327.75,1365.7,1186.24,1076.69,982.33,1157.51,1145.3,1173.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.59,358.88,502.42,500.36,462.85,442.04,636.16,691.49,686.27,657.65,675.25,668.81,611.03,586.01,687.17,653.62,608.98,565.06,498.96,409.28,345.85,414.76,426.67,441.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,11/01/2022,P,337.55,352.46,364.64,362.68,382.14,384.95,375.57,371.03,384.19,392.54,366.43,361.08,316.4,278.82,262.31,213.93,312.39,344.5,337.28,363.35,359.66,358.29,367.83,347.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.92,159.64,160.9,161.57,160.85,154.01,158.29,169.9,166.05,164.16,154.91,156.83,146.99,117.88,116.69,102.26,160.4,166.52,142.2,139.52,139.63,138.53,147.29,145.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,11/02/2022,P,358.27,363.65,340.49,348.32,351.09,344.14,341.35,368.33,375.89,407.68,387.86,386.91,378.38,361.26,331.13,329.24,323.93,333.05,327.31,337.75,377.03,368.19,372.22,375.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.78,136.31,136.44,142.67,139.75,140,151.22,168.98,173.18,174.35,168.08,166.46,178.18,144.77,122.65,124.25,129.4,122.6,121.82,130.28,144.2,139.41,138.47,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01751,POLLOSAN INCUBACION V1,2839463,11/01/2022,P,107.27,107.41,116.28,115.68,118.35,118.34,106.34,108.09,106.19,109.46,120.73,122.89,128.39,129.08,131.88,123.04,114.43,109.84,114.77,113.93,108.27,106.87,107.18,103.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.86,26.15,26.91,25.59,23.63,22.11,16.8,18.51,17.16,18.55,24.8,27.65,27.26,30.54,33.1,29.55,26.75,25.99,27.98,27.6,24.75,24.8,24.93,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01751,POLLOSAN INCUBACION V1,2839463,11/02/2022,P,100.75,100.63,100.83,102.1,100.67,101.85,107.32,108.52,114.58,117.55,121.39,132.23,132.17,130.42,126.56,128.37,131.19,129.72,118.35,116.85,114.91,107.48,106.05,102.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.44,20.51,21.09,21.62,20.53,20.28,23.71,22.64,25,27.6,30.13,34.01,34.3,31.76,30.05,31.1,30.89,31.45,28.12,27.21,27.9,28.45,26.61,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01752,POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL,37922266,11/01/2022,P,949.68,941.04,1014.84,1122.84,1446.84,1443.24,1678.68,1583.64,1833.48,1943.64,2013.84,1910.88,1822.68,1788.84,1918.08,1893.24,1894.68,1708.2,1531.44,1429.56,1425.24,1504.08,1484.28,1124.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.24,340.56,398.16,415.08,561.24,500.76,727.92,614.52,802.8,867.96,936.36,840.24,765.72,799.56,886.68,858.24,891,730.44,590.4,568.08,561.6,605.16,581.04,355.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01752,POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL,37922266,11/02/2022,P,929.16,903.96,912.6,986.04,1023.12,1192.68,1414.8,1788.12,1922.4,1994.76,2010.6,1991.88,1873.08,1984.32,1980.72,1866.96,1782.36,1654.92,1521.36,1467.72,1389.6,1477.44,1455.84,1477.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.32,290.88,310.68,341.28,351,466.56,601.2,787.32,875.52,885.6,921.6,917.28,784.8,891.72,911.88,833.04,780.84,690.48,580.32,574.56,550.44,593.28,561.6,541.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt02536,SAN MARINO BOLO V1,2923414,11/01/2022,P,62.26,65.11,69.89,73.47,72.03,68.37,65.29,64.46,63.01,69.67,74.88,81.11,92.27,85.95,91.47,83.52,76.55,67.49,68.43,66.08,62.07,60.99,59.4,61.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.06,0.16,0.99,0.76,4.54,0.52,2.18,1.99,1.36,0.16,0.15,0.12,0.02,0,0,0,16.08,16.25,15.84,13.67,13.74,14.47,12.38,9.01,8.49,6.34,3.55,3.21,1.06,3.28,1.89,2.2,3.17,6,6.08,8.23,10.3,11.69,12.59,13.82
