,,,,,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR
Frt01751,POLLOSAN INCUBACION V1,2839463,10/02/2022,P,92.32,91.61,90.04,92.88,95.95,96.08,96.61,96.48,102.1,108.92,113.06,114.51,119.69,126.37,120.6,117.91,126.42,120.32,114.54,114.99,111.23,105.6,101.74,103.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,15.54,14.24,16.55,19.4,19.88,21.2,20.2,23.55,26.86,28.45,28.18,29.4,31,28.94,27.9,28.56,28.26,26.12,27.24,25.34,25.82,24.49,24.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01752,POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL,37922266,10/01/2022,P,941.76,993.96,1112.4,1282.68,1683.36,1624.32,1680.12,1842.48,1655.64,1424.88,1509.84,1671.12,1529.64,1659.6,1572.12,1627.2,1795.68,1561.32,1396.44,1338.12,1300.32,1191.96,1261.08,1168.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.72,318.6,399.24,504,674.28,626.76,671.76,772.92,701.64,588.24,682.92,716.76,621,721.08,648,636.12,751.32,601.56,464.4,419.4,446.76,361.08,387,319.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01752,POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL,37922266,10/02/2022,P,1071,876.6,651.24,780.12,943.56,942.12,880.2,857.16,793.44,733.32,797.76,900.72,889.2,843.84,828.72,778.32,770.76,773.28,737.28,714.96,761.4,808.92,773.28,793.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.84,186.48,138.6,213.12,309.24,274.32,255.96,244.44,202.68,127.08,184.32,281.16,273.96,205.92,204.48,187.92,200.16,185.4,168.84,114.12,180.36,189.72,200.52,199.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt02536,SAN MARINO BOLO,38289434,10/01/2022,P,59.4,57.2,59.4,57.2,72.6,70.4,70.4,77,70.4,55,59.4,63.8,68.2,70.4,63.8,66,59.4,57.2,57.2,55,52.8,59.4,57.2,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,15.4,15.4,17.6,17.6,15.4,15.4,15.4,8.8,8.8,13.2,11,6.6,6.6,6.6,6.6,8.8,11,13.2,13.2,17.6,15.4,15.4,17.6,17.6
Frt02536,SAN MARINO BOLO,38289434,10/02/2022,P,57.2,59.4,57.2,59.4,59.4,61.6,57.2,52.8,52.8,48.4,57.2,68.2,70.4,70.4,70.4,74.8,72.6,66,61.6,57.2,59.4,52.8,52.8,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,17.6,17.6,17.6,17.6,17.6,17.6,17.6,15.4,15.4,15.4,11,6.6,4.4,4.4,4.4,2.2,6.6,6.6,8.8,11,13.2,17.6,17.6,15.4
Frt02583,AVICOLA EL FONCE SAN GIL,37922264,10/01/2022,P,96.03,94.12,92.07,90.29,83.36,83.89,95.11,100.39,98.54,100.98,105.34,104.15,90.88,101.38,93.06,98.47,102.7,95.11,88.77,90.42,91.28,87.58,89.76,88.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.92,42.5,41.98,40.46,33.07,33.66,37.62,38.48,34.91,30.69,28.25,29.11,36.37,39.4,37.42,35.57,37.03,37.09,32.47,34.78,37.29,35.97,39.01,40.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt02583,AVICOLA EL FONCE SAN GIL,37922264,10/02/2022,P,85.14,87.32,81.77,82.43,83.75,84.15,78.21,94.64,95.04,98.01,102.43,107.05,109.76,112.6,117.02,110.75,109.03,113.59,110.68,112.4,113.65,117.88,116.95,115.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.72,43.03,37.49,37.09,37.03,38.41,35.18,36.43,35.38,35.77,35.57,35.64,35.9,37.62,39.47,38.21,39.67,41.32,38.21,40.13,39.47,36.56,37.88,37.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt03303,ITALCOL GIRON PRINCIPAL,2872458,10/01/2022,P,1253.97,1202.04,997.07,1175.22,1120.1,1200.73,789.53,1065.73,925.38,883.67,939.56,978.03,799.2,928.04,933.53,983.07,1064.43,1172.66,651.74,587.52,322.97,154.67,112.82,99.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.4,452.7,362.79,441.41,438.84,451.66,290.03,439.92,345.29,351.68,387.99,401.9,288.81,338.31,362.97,376.38,395.37,444.92,203.71,190.08,107.28,42.35,24.39,23.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt03303,ITALCOL GIRON PRINCIPAL,2872458,10/02/2022,P,93.87,95.54,96.57,92.48,92.16,93.38,79.79,83.75,57.11,39.92,28.4,39.92,67.86,98.15,624.69,1010.25,1211.36,874.35,1052.6,1284.44,1139.04,1006.65,840.83,1199.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63,25.2,24.62,21.78,21.87,23.58,23.94,29.34,16.88,8.28,2.2,9.99,16.2,27.23,219.28,394.2,459.63,320.18,397.66,516.65,444.24,363.91,309.29,454.41,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
Frt03502,AGROPECUARIA ALFA 1,32271905,10/01/2022,P,1.22,1.32,1.39,1.42,1.39,1.32,1.32,0.86,0.03,1.09,1.09,1.06,1.09,1.06,1.06,1.06,1.09,1.12,2.01,1.12,1.15,1.19,1.15,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,6.24,7.26,6.93,6.3,5.91,5.54,3.27,0.1,3.17,3.27,3.23,3.27,2.97,2.87,3.07,3.17,3.5,4.03,3.37,3.53,4.06,3.86,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
